asin,first_timestamp,last_timestamp,reference_start_position,reference_end_position,reference_n,reference_mean,reference_count_1,reference_count_2,reference_count_3,reference_count_4,reference_count_5,calibration_1_start_position,calibration_1_end_position,calibration_1_n,calibration_1_mean,calibration_1_count_1,calibration_1_count_2,calibration_1_count_3,calibration_1_count_4,calibration_1_count_5,calibration_2_start_position,calibration_2_end_position,calibration_2_n,calibration_2_mean,calibration_2_count_1,calibration_2_count_2,calibration_2_count_3,calibration_2_count_4,calibration_2_count_5,experimental_A_start_position,experimental_A_end_position,experimental_A_n,experimental_A_mean,experimental_A_count_1,experimental_A_count_2,experimental_A_count_3,experimental_A_count_4,experimental_A_count_5,experimental_B_start_position,experimental_B_end_position,experimental_B_n,experimental_B_mean,experimental_B_count_1,experimental_B_count_2,experimental_B_count_3,experimental_B_count_4,experimental_B_count_5,holdout_1_start_position,holdout_1_end_position,holdout_1_n,holdout_1_mean,holdout_1_count_1,holdout_1_count_2,holdout_1_count_3,holdout_1_count_4,holdout_1_count_5,holdout_2_start_position,holdout_2_end_position,holdout_2_n,holdout_2_mean,holdout_2_count_1,holdout_2_count_2,holdout_2_count_3,holdout_2_count_4,holdout_2_count_5
B00005KB37,999223104000,1376612431000,1,120,120,4.066666666666666,17,5,2,25,71,121,150,30,4.366666666666666,1,2,1,7,19,151,180,30,4.1,2,3,2,6,17,181,210,30,4.5,0,2,2,5,21,211,240,30,4.633333333333334,1,0,1,5,23,241,270,30,4.333333333333333,1,2,1,8,18,271,300,30,4.166666666666667,3,1,1,8,17
B00005MF97,1069806376000,1286840672000,1,120,120,4.65,3,2,3,18,94,121,150,30,4.1,1,2,7,3,17,151,180,30,4.6,0,1,2,5,22,181,210,30,4.433333333333334,3,1,0,2,24,211,240,30,4.066666666666666,3,3,1,5,18,241,270,30,4.533333333333333,0,2,3,2,23,271,300,30,4.333333333333333,2,1,2,5,20
B00005MF9C,1000827558000,1234318414000,1,120,120,3.8833333333333333,12,9,14,31,54,121,150,30,4.0,3,2,2,8,15,151,180,30,3.8666666666666667,4,2,3,6,15,181,210,30,4.233333333333333,1,0,6,7,16,211,240,30,4.166666666666667,4,1,0,6,19,241,270,30,4.466666666666667,0,2,3,4,21,271,300,30,4.266666666666667,1,1,3,9,16
B00005MGK8,1115229844000,1438603537000,1,120,120,2.95,42,13,9,21,35,121,150,30,2.6666666666666665,11,4,6,2,7,151,180,30,2.8666666666666667,12,3,2,3,10,181,210,30,3.033333333333333,8,5,4,4,9,211,240,30,2.9,10,6,2,1,11,241,270,30,2.8333333333333335,10,6,1,5,8,271,300,30,3.033333333333333,10,2,4,5,9
B00005NCWV,1019162864000,1490204197000,1,120,120,3.0,43,13,9,11,44,121,150,30,3.3333333333333335,9,2,2,4,13,151,180,30,3.7,6,2,2,5,15,181,210,30,4.166666666666667,2,3,3,2,20,211,240,30,4.133333333333334,2,1,5,5,17,241,270,30,3.966666666666667,4,2,2,5,17,271,300,30,3.6,6,2,3,6,13
B00005OTXK,1036716292000,1355950466000,1,120,120,3.7333333333333334,23,5,12,21,59,121,150,30,3.9,4,1,3,8,14,151,180,30,3.533333333333333,7,1,3,7,12,181,210,30,3.8333333333333335,4,3,3,4,16,211,240,30,3.933333333333333,5,2,0,6,17,241,270,30,3.3666666666666667,8,3,2,4,13,271,300,30,4.166666666666667,3,1,1,8,17
B00005OTXU,1173368704000,1450826959000,1,120,120,4.625,2,0,9,19,90,121,150,30,4.8,0,0,2,2,26,151,180,30,4.733333333333333,0,0,2,4,24,181,210,30,4.533333333333333,1,0,3,4,22,211,240,30,4.733333333333333,0,0,1,6,23,241,270,30,4.366666666666666,1,1,2,8,18,271,300,30,4.9,0,0,0,3,27
B00005OTXY,1010346100000,1432596960000,1,120,120,4.4,5,6,7,20,82,121,150,30,4.466666666666667,1,0,4,4,21,151,180,30,4.266666666666667,2,1,3,5,19,181,210,30,4.766666666666667,0,0,1,5,24,211,240,30,4.833333333333333,0,0,1,3,26,241,270,30,4.666666666666667,0,1,1,5,23,271,300,30,4.866666666666666,0,0,0,4,26
B00005Q4OD,1037291173000,1411664741000,1,120,120,2.725,53,12,4,17,34,121,150,30,3.5,8,2,1,5,14,151,180,30,3.966666666666667,6,0,2,3,19,181,210,30,3.7666666666666666,5,1,3,8,13,211,240,30,3.8,5,3,2,3,17,241,270,30,3.933333333333333,4,2,3,4,17,271,300,30,3.7333333333333334,7,0,3,4,16
B00005Q5K4,1012982439000,1622891460269,1,120,120,3.3,29,17,8,21,45,121,150,30,3.9,4,2,4,3,17,151,180,30,3.2666666666666666,8,3,1,9,9,181,210,30,3.3333333333333335,9,2,4,0,15,211,240,30,3.466666666666667,10,0,2,2,16,241,270,30,4.033333333333333,3,2,5,1,19,271,300,30,3.1333333333333333,9,5,1,3,12
B00005QB5U,1016738797000,1476386301000,1,120,120,4.366666666666666,10,2,7,16,85,121,150,30,4.3,1,2,2,7,18,151,180,30,4.366666666666666,2,1,3,2,22,181,210,30,4.6,2,0,1,2,25,211,240,30,4.466666666666667,2,0,3,2,23,241,270,30,4.733333333333333,0,0,1,6,23,271,300,30,4.4,0,1,5,5,19
B00005QFL0,1019590382000,1226608464000,1,120,120,4.516666666666667,6,3,4,17,90,121,150,30,4.633333333333334,0,1,2,4,23,151,180,30,4.7,0,0,1,7,22,181,210,30,4.233333333333333,1,2,2,9,16,211,240,30,4.466666666666667,2,0,2,4,22,241,270,30,4.666666666666667,0,1,1,5,23,271,300,30,4.333333333333333,2,2,2,2,22
B00005U5A7,1224530675000,1546641387376,1,120,120,3.775,14,11,19,20,56,121,150,30,4.3,1,3,2,4,20,151,180,30,4.533333333333333,0,1,3,5,21,181,210,30,4.133333333333334,2,2,4,4,18,211,240,30,4.1,4,2,1,3,20,241,270,30,3.8333333333333335,3,3,5,4,15,271,300,30,4.1,1,4,2,7,16
B00005UP2Q,1017774758000,1462544585000,1,120,120,4.775,1,1,3,14,101,121,150,30,4.2,3,2,0,6,19,151,180,30,4.666666666666667,1,0,1,4,24,181,210,30,4.733333333333333,0,0,2,4,24,211,240,30,4.833333333333333,0,0,1,3,26,241,270,30,4.966666666666667,0,0,0,1,29,271,300,30,4.8,1,0,0,2,27
B00005YXC0,1069267036000,1433120833000,1,120,120,4.55,2,4,7,20,87,121,150,30,4.8,0,0,1,4,25,151,180,30,4.333333333333333,2,1,3,3,21,181,210,30,4.433333333333334,1,1,1,8,19,211,240,30,4.666666666666667,0,1,0,7,22,241,270,30,4.5,1,1,1,6,21,271,300,30,4.233333333333333,2,1,3,6,18
B0000639WN,1032020161000,1413640299000,1,120,120,4.108333333333333,10,7,12,22,69,121,150,30,4.5,1,1,4,0,24,151,180,30,3.7,6,2,4,1,17,181,210,30,4.133333333333334,3,4,0,2,21,211,240,30,4.3,0,3,4,4,19,241,270,30,4.033333333333333,2,2,5,5,16,271,300,30,4.033333333333333,2,2,4,7,15
B000063SI0,1022278437000,1384122360000,1,120,120,4.741666666666666,1,1,7,10,101,121,150,30,4.266666666666667,2,0,3,8,17,151,180,30,4.0,3,2,3,6,16,181,210,30,4.5,0,2,2,5,21,211,240,30,4.633333333333334,0,0,2,7,21,241,270,30,4.4,1,1,3,5,20,271,300,30,4.666666666666667,1,0,1,4,24
B000063UZS,1018544090000,1443820984000,1,120,120,4.158333333333333,6,8,8,37,61,121,150,30,4.066666666666666,3,1,1,11,14,151,180,30,4.066666666666666,3,1,2,9,15,181,210,30,4.266666666666667,2,0,1,12,15,211,240,30,3.7666666666666666,5,1,3,8,13,241,270,30,4.033333333333333,1,6,0,7,16,271,300,30,4.066666666666666,1,3,4,7,15
B000063Y8F,1022350265000,1582608209155,1,120,120,4.541666666666667,3,5,9,10,93,121,150,30,4.933333333333334,0,0,0,2,28,151,180,30,4.966666666666667,0,0,0,1,29,181,210,30,4.7,1,1,0,2,26,211,240,30,4.733333333333333,1,0,2,0,27,241,270,30,3.8333333333333335,7,1,0,4,18,271,300,30,4.1,5,1,1,2,21
B000065DK8,1083023631000,1382639637000,1,120,120,3.9583333333333335,12,5,13,36,54,121,150,30,3.1333333333333333,5,7,5,5,8,151,180,30,3.8,4,4,2,4,16,181,210,30,3.466666666666667,6,2,6,4,12,211,240,30,3.9,2,4,3,7,14,241,270,30,3.3333333333333335,6,4,5,4,11,271,300,30,3.1666666666666665,5,6,4,9,6
B000066RUK,1281579993000,1460651594000,1,120,120,4.8,0,1,4,13,102,121,150,30,4.666666666666667,1,1,0,3,25,151,180,30,4.366666666666666,1,2,3,3,21,181,210,30,4.6,1,1,1,3,24,211,240,30,4.8,0,0,1,4,25,241,270,30,4.2,3,1,2,5,19,271,300,30,4.3,2,1,2,6,19
B000067SRA,1168030687000,1525747599112,1,120,120,4.0,11,9,16,17,67,121,150,30,4.266666666666667,2,2,2,4,20,151,180,30,4.266666666666667,2,0,3,8,17,181,210,30,4.166666666666667,3,1,3,4,19,211,240,30,4.366666666666666,2,0,2,7,19,241,270,30,4.433333333333334,1,0,3,7,19,271,300,30,4.3,2,1,4,2,21
B00006ADVC,1186603306000,1549011244335,1,120,120,3.825,16,7,14,28,55,121,150,30,4.0,2,3,4,5,16,151,180,30,4.266666666666667,2,1,3,5,19,181,210,30,3.6,6,0,6,6,12,211,240,30,3.6,7,3,1,3,16,241,270,30,3.433333333333333,5,6,3,3,13,271,300,30,3.3666666666666667,7,4,1,7,11
B00006CJLM,1036610076000,1392356613000,1,120,120,4.391666666666667,5,3,7,30,75,121,150,30,4.266666666666667,1,2,3,6,18,151,180,30,4.633333333333334,1,0,2,3,24,181,210,30,4.133333333333334,4,1,1,5,19,211,240,30,4.233333333333333,1,2,2,9,16,241,270,30,4.233333333333333,0,3,5,4,18,271,300,30,4.033333333333333,2,3,3,6,16
B00006F2ME,1040668906000,1408898645000,1,120,120,4.066666666666666,19,1,5,23,72,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.166666666666667,2,2,2,7,17,181,210,30,4.466666666666667,2,1,1,3,23,211,240,30,4.0,3,3,2,5,17,241,270,30,4.466666666666667,2,2,0,2,24,271,300,30,4.566666666666666,1,0,2,5,22
B00006F2MI,1038248633000,1225304134000,1,120,120,2.8583333333333334,30,30,11,25,24,121,150,30,2.4,10,8,6,2,4,151,180,30,2.533333333333333,12,4,4,6,4,181,210,30,2.8,11,3,4,5,7,211,240,30,3.033333333333333,8,2,8,5,7,241,270,30,2.933333333333333,8,8,0,6,8,271,300,30,3.0,11,2,1,8,8
B00006IBAX,1300545281000,1611203649497,1,120,120,3.716666666666667,18,10,12,28,52,121,150,30,3.8,3,2,4,10,11,151,180,30,3.7666666666666666,7,0,1,7,15,181,210,30,3.7333333333333334,5,3,3,3,16,211,240,30,4.066666666666666,4,2,0,6,18,241,270,30,3.533333333333333,5,3,5,5,12,271,300,30,3.7,4,2,7,3,14
B00006IBB3,1300884854000,1464586157000,1,120,120,3.5416666666666665,20,10,17,31,42,121,150,30,3.466666666666667,5,2,6,8,9,151,180,30,3.3666666666666667,7,3,4,4,12,181,210,30,3.6666666666666665,5,1,4,9,11,211,240,30,2.933333333333333,7,5,7,5,6,241,270,30,3.6,5,4,3,4,14,271,300,30,3.6333333333333333,6,1,3,8,12
B00006IUTG,1140457065000,1520263866071,1,120,120,4.558333333333334,5,2,4,19,90,121,150,30,4.266666666666667,3,2,2,0,23,151,180,30,4.233333333333333,1,4,2,3,20,181,210,30,4.5,3,0,0,3,24,211,240,30,4.633333333333334,1,0,3,1,25,241,270,30,4.133333333333334,5,1,1,1,22,271,300,30,3.8333333333333335,5,2,1,7,15
B00006IUU6,1198867912000,1441391250000,1,120,120,4.475,5,3,7,20,85,121,150,30,4.733333333333333,0,0,2,4,24,151,180,30,4.633333333333334,0,1,1,6,22,181,210,30,4.9,0,0,0,3,27,211,240,30,4.233333333333333,4,1,0,4,21,241,270,30,4.6,0,3,0,3,24,271,300,30,4.4,2,0,2,6,20
B00006IUUP,1093026994000,1429400700000,1,120,120,4.441666666666666,11,1,2,16,90,121,150,30,4.5,0,1,1,10,18,151,180,30,4.166666666666667,4,2,0,3,21,181,210,30,4.433333333333334,2,1,0,6,21,211,240,30,4.233333333333333,3,0,3,5,19,241,270,30,4.033333333333333,4,1,3,4,18,271,300,30,4.366666666666666,3,0,2,3,22
B00006IUUU,1297752252000,1507867510161,1,120,120,4.175,10,9,6,20,75,121,150,30,4.133333333333334,5,0,1,4,20,151,180,30,3.8666666666666667,4,4,1,4,17,181,210,30,4.666666666666667,1,0,2,2,25,211,240,30,4.433333333333334,1,2,1,5,21,241,270,30,3.933333333333333,5,0,4,4,17,271,300,30,3.6333333333333333,5,4,2,5,14
B00006IUVD,1042036209000,1378562806000,1,120,120,4.041666666666667,13,8,6,27,66,121,150,30,3.433333333333333,7,2,5,3,13,151,180,30,3.5,7,2,3,5,13,181,210,30,4.166666666666667,4,0,1,7,18,211,240,30,4.466666666666667,2,0,2,4,22,241,270,30,4.433333333333334,1,1,0,10,18,271,300,30,4.0,2,3,4,5,16
B00006IUWC,1079358759000,1404738583000,1,120,120,4.516666666666667,3,4,7,20,86,121,150,30,4.4,2,1,2,3,22,151,180,30,4.566666666666666,0,0,3,7,20,181,210,30,3.966666666666667,2,2,5,7,14,211,240,30,4.4,2,0,1,8,19,241,270,30,4.866666666666666,0,0,1,2,27,271,300,30,4.533333333333333,3,0,0,2,25
B00006IUWM,1070567684000,1296503073000,1,120,120,4.466666666666667,6,1,3,31,79,121,150,30,4.533333333333333,0,1,2,7,20,151,180,30,4.666666666666667,1,0,0,6,23,181,210,30,4.7,0,0,3,3,24,211,240,30,4.633333333333334,0,1,1,6,22,241,270,30,4.2,2,1,1,11,15,271,300,30,4.266666666666667,2,1,3,5,19
B00006IUWN,1123986041000,1409758871000,1,120,120,4.383333333333334,10,0,9,16,85,121,150,30,4.433333333333334,1,0,4,5,20,151,180,30,4.566666666666666,1,1,2,2,24,181,210,30,4.733333333333333,0,1,0,5,24,211,240,30,4.233333333333333,2,1,3,6,18,241,270,30,4.666666666666667,0,1,1,5,23,271,300,30,4.766666666666667,0,1,0,4,25
B00006IUXU,1044456186000,1392683802000,1,120,120,3.158333333333333,35,14,8,23,40,121,150,30,3.566666666666667,6,3,3,4,14,151,180,30,3.933333333333333,3,5,2,1,19,181,210,30,4.0,4,2,1,6,17,211,240,30,3.6666666666666665,4,5,2,5,14,241,270,30,3.3666666666666667,7,4,3,3,13,271,300,30,3.566666666666667,6,4,2,3,15
B00006IUZ5,1038711009000,1515543360067,1,120,120,4.708333333333333,1,2,6,13,98,121,150,30,4.2,2,2,3,4,19,151,180,30,4.0,5,1,1,5,18,181,210,30,4.5,1,2,1,3,23,211,240,30,4.566666666666666,1,2,1,1,25,241,270,30,4.4,2,2,1,2,23,271,300,30,3.3,8,4,3,1,14
B00006IV0N,1043606368000,1489160812000,1,120,120,1.7666666666666666,79,18,5,8,10,121,150,30,2.1666666666666665,16,5,2,2,5,151,180,30,3.033333333333333,10,3,2,6,9,181,210,30,3.8,5,1,5,3,16,211,240,30,3.2333333333333334,7,5,3,4,11,241,270,30,4.133333333333334,5,1,0,3,21,271,300,30,3.7,7,2,1,3,17
B00006IV0R,1038430802000,1373738066000,1,120,120,4.65,2,2,6,16,94,121,150,30,4.2,2,2,1,8,17,151,180,30,4.3,2,2,0,7,19,181,210,30,4.6,1,0,2,4,23,211,240,30,4.566666666666666,2,0,1,3,24,241,270,30,4.7,1,0,1,3,25,271,300,30,4.5,0,1,3,6,20
B00006IV0U,1104891948000,1416771107000,1,120,120,3.466666666666667,20,16,15,26,43,121,150,30,4.066666666666666,2,0,6,8,14,151,180,30,3.7333333333333334,3,3,4,9,11,181,210,30,3.6333333333333333,5,2,5,5,13,211,240,30,3.066666666666667,7,6,5,2,10,241,270,30,3.9,3,4,3,3,17,271,300,30,3.966666666666667,1,4,4,7,14
B00006IV33,1148352267000,1271734150000,1,120,120,4.816666666666666,1,0,1,16,102,121,150,30,4.833333333333333,0,0,0,5,25,151,180,30,4.733333333333333,0,1,0,5,24,181,210,30,4.833333333333333,0,0,1,3,26,211,240,30,4.8,0,1,0,3,26,241,270,30,4.333333333333333,2,2,2,2,22,271,300,30,4.633333333333334,1,0,0,7,22
B00006JL0Q,1168620480000,1616358312986,1,120,120,4.775,0,2,2,17,99,121,150,30,4.5,2,0,2,3,23,151,180,30,4.6,1,1,1,3,24,181,210,30,4.333333333333333,2,2,2,2,22,211,240,30,4.433333333333334,3,0,1,3,23,241,270,30,4.066666666666666,5,2,1,0,22,271,300,30,4.5,0,2,4,1,23
B00006JSUA,1040715230000,1259864422000,1,120,120,4.725,1,4,2,13,100,121,150,30,4.566666666666666,1,0,2,5,22,151,180,30,4.7,1,0,0,5,24,181,210,30,4.433333333333334,2,0,1,7,20,211,240,30,4.533333333333333,2,1,0,3,24,241,270,30,4.6,1,0,2,4,23,271,300,30,4.2,2,3,1,5,19
B00006JSVI,1041271961000,1606221055467,1,120,120,4.683333333333334,4,4,1,8,103,121,150,30,4.733333333333333,1,0,1,2,26,151,180,30,4.6,1,0,3,2,24,181,210,30,4.633333333333334,0,1,3,2,24,211,240,30,4.866666666666666,0,1,0,1,28,241,270,30,4.966666666666667,0,0,0,1,29,271,300,30,4.666666666666667,2,0,1,0,27
B00006WNRZ,1131519168000,1444329629000,1,120,120,4.008333333333334,12,8,14,19,67,121,150,30,3.933333333333333,6,0,3,2,19,151,180,30,4.466666666666667,0,1,4,5,20,181,210,30,4.133333333333334,3,2,3,2,20,211,240,30,4.133333333333334,2,3,1,7,17,241,270,30,4.0,5,0,3,4,18,271,300,30,3.8666666666666667,3,5,2,3,17
B000079R7E,1043101112000,1473192549000,1,120,120,4.3,6,7,10,19,78,121,150,30,3.933333333333333,4,3,1,5,17,151,180,30,3.7,6,3,1,4,16,181,210,30,2.2666666666666666,13,8,1,4,4,211,240,30,2.8666666666666667,10,5,2,5,8,241,270,30,3.3333333333333335,8,4,2,2,14,271,300,30,3.933333333333333,4,4,2,0,20
B000079R7G,1044582802000,1551569554450,1,120,120,4.825,1,0,2,13,104,121,150,30,4.633333333333334,2,0,0,3,25,151,180,30,4.2,2,2,3,4,19,181,210,30,4.066666666666666,4,1,3,3,19,211,240,30,3.2,7,5,4,3,11,241,270,30,3.966666666666667,3,3,4,2,18,271,300,30,3.533333333333333,6,4,1,6,13
B00007E7CM,1220668943000,1431394645000,1,120,120,3.375,26,9,19,26,40,121,150,30,3.466666666666667,8,2,1,6,13,151,180,30,3.7333333333333334,5,4,0,6,15,181,210,30,3.1666666666666665,9,4,1,5,11,211,240,30,3.1333333333333333,9,4,2,4,11,241,270,30,2.7333333333333334,14,1,3,3,9,271,300,30,3.3,8,1,7,2,12
B00007E7OH,1130782034000,1440979681000,1,120,120,4.275,10,4,6,23,77,121,150,30,4.233333333333333,4,1,1,2,22,151,180,30,4.566666666666666,1,0,2,5,22,181,210,30,4.8,0,0,1,4,25,211,240,30,4.766666666666667,0,0,3,1,26,241,270,30,4.633333333333334,1,0,2,3,24,271,300,30,4.466666666666667,2,1,1,3,23
B00007E7P4,1246175770000,1426238762000,1,120,120,4.6,4,2,3,20,91,121,150,30,4.766666666666667,0,0,2,3,25,151,180,30,4.6,1,2,0,2,25,181,210,30,4.566666666666666,1,0,1,7,21,211,240,30,4.766666666666667,0,0,1,5,24,241,270,30,4.666666666666667,1,0,0,6,23,271,300,30,4.433333333333334,0,1,3,8,18
B00007E8E6,1120868148000,1433113314000,1,120,120,3.2333333333333334,32,13,11,23,41,121,150,30,3.2,8,6,1,2,13,151,180,30,3.7,4,4,2,7,13,181,210,30,3.7,4,3,3,8,12,211,240,30,4.2,1,2,3,8,16,241,270,30,3.966666666666667,3,3,3,4,17,271,300,30,4.166666666666667,3,1,3,4,19
B00007L9TN,1071424620000,1454283145000,1,120,120,3.8333333333333335,21,8,6,20,65,121,150,30,4.5,1,1,3,2,23,151,180,30,4.4,1,1,4,3,21,181,210,30,4.133333333333334,4,2,0,4,20,211,240,30,4.666666666666667,1,0,1,4,24,241,270,30,3.6,7,2,1,6,14,271,300,30,4.066666666666666,3,2,2,6,17
B00008CM67,1058305855000,1425923618000,1,120,120,4.366666666666666,8,2,8,22,80,121,150,30,4.266666666666667,1,2,2,8,17,151,180,30,4.233333333333333,0,2,3,11,14,181,210,30,4.666666666666667,0,1,1,5,23,211,240,30,4.466666666666667,0,0,3,10,17,241,270,30,4.466666666666667,1,2,1,4,22,271,300,30,4.533333333333333,2,1,0,3,24
B00008CM68,1050790845000,1306097981000,1,120,120,4.516666666666667,3,3,7,23,84,121,150,30,3.6,5,2,5,6,12,151,180,30,3.966666666666667,2,4,4,3,17,181,210,30,4.366666666666666,2,1,2,4,21,211,240,30,4.266666666666667,2,2,1,6,19,241,270,30,4.266666666666667,3,1,2,3,21,271,300,30,4.166666666666667,4,0,2,5,19
B00008CM69,1092445526000,1426016769000,1,120,120,4.375,3,7,10,22,78,121,150,30,4.466666666666667,2,0,1,6,21,151,180,30,4.433333333333334,1,0,4,5,20,181,210,30,4.233333333333333,4,0,0,7,19,211,240,30,4.366666666666666,1,2,2,5,20,241,270,30,4.333333333333333,1,1,3,7,18,271,300,30,4.433333333333334,2,1,2,2,23
B00008CM6A,1140123095000,1462734519000,1,120,120,3.966666666666667,10,13,14,17,66,121,150,30,4.2,2,4,1,2,21,151,180,30,4.5,1,2,2,1,24,181,210,30,4.0,6,0,1,4,19,211,240,30,4.166666666666667,3,1,3,4,19,241,270,30,3.8333333333333335,5,2,1,7,15,271,300,30,3.933333333333333,5,1,4,1,19
B00008CM6B,1067811562000,1429064580000,1,120,120,4.566666666666666,4,3,3,21,89,121,150,30,4.433333333333334,2,1,2,2,23,151,180,30,4.833333333333333,0,0,0,5,25,181,210,30,4.666666666666667,1,0,1,4,24,211,240,30,4.6,0,1,3,3,23,241,270,30,4.666666666666667,1,1,1,1,26,271,300,30,4.566666666666666,0,0,4,5,21
B00008CM6D,1076215649000,1659730300477,1,120,120,4.275,12,2,7,19,80,121,150,30,4.066666666666666,2,3,2,7,16,151,180,30,4.366666666666666,3,1,1,2,23,181,210,30,4.366666666666666,3,1,0,4,22,211,240,30,3.533333333333333,8,2,3,0,17,241,270,30,3.966666666666667,5,1,2,4,18,271,300,30,4.0,5,2,2,0,21
B00008CM6F,1124253931000,1640572147026,1,120,120,4.341666666666667,6,6,9,19,80,121,150,30,3.8,6,2,1,4,17,151,180,30,4.0,4,2,3,2,19,181,210,30,4.133333333333334,4,1,2,3,20,211,240,30,3.6333333333333333,8,1,1,4,16,241,270,30,3.5,7,4,2,1,16,271,300,30,3.7333333333333334,8,2,0,0,20
B00008CM6I,1142974194000,1564009598567,1,120,120,4.416666666666667,8,2,6,20,84,121,150,30,4.433333333333334,3,1,0,2,24,151,180,30,4.133333333333334,5,0,1,4,20,181,210,30,4.1,4,1,1,6,18,211,240,30,3.9,5,2,1,5,17,241,270,30,4.666666666666667,1,1,0,3,25,271,300,30,4.533333333333333,2,0,3,0,25
B00008CM6K,1062247485000,1590103018547,1,120,120,4.608333333333333,7,2,1,11,99,121,150,30,4.666666666666667,0,1,1,5,23,151,180,30,4.633333333333334,2,0,1,1,26,181,210,30,4.6,1,2,0,2,25,211,240,30,4.3,4,1,1,0,24,241,270,30,4.733333333333333,1,0,1,2,26,271,300,30,4.733333333333333,0,1,1,3,25
B00008IH9S,1112468541000,1420474532000,1,120,120,3.8333333333333335,15,11,10,27,57,121,150,30,4.033333333333333,3,3,1,6,17,151,180,30,3.6666666666666665,2,5,6,5,12,181,210,30,3.2,11,3,0,1,15,211,240,30,3.466666666666667,7,2,3,6,12,241,270,30,3.8333333333333335,3,3,5,4,15,271,300,30,4.5,1,1,2,4,22
B00008IH9X,1068863292000,1388070848000,1,120,120,3.55,30,4,9,24,53,121,150,30,3.1333333333333333,11,2,2,2,13,151,180,30,3.1666666666666665,8,4,4,3,11,181,210,30,4.266666666666667,3,2,1,2,22,211,240,30,4.266666666666667,1,2,3,6,18,241,270,30,4.0,4,2,0,8,16,271,300,30,4.366666666666666,1,2,2,5,20
B00008NRU0,1089940333000,1454464568000,1,120,120,4.15,5,10,9,34,62,121,150,30,4.1,1,2,3,11,13,151,180,30,4.233333333333333,0,4,1,9,16,181,210,30,4.033333333333333,0,4,3,11,12,211,240,30,4.366666666666666,1,1,1,10,17,241,270,30,3.966666666666667,2,4,2,7,15,271,300,30,4.0,2,2,6,4,16
B00008UI0R,1090700435000,1202413601000,1,120,120,4.341666666666667,4,6,7,31,72,121,150,30,4.5,1,0,0,11,18,151,180,30,4.3,1,1,2,10,16,181,210,30,4.133333333333334,2,2,1,10,15,211,240,30,4.066666666666666,2,1,2,13,12,241,270,30,3.7,5,1,3,10,11,271,300,30,3.4,5,3,6,7,9
B00008VSCO,1121792532000,1336480897000,1,120,120,4.516666666666667,7,2,0,24,87,121,150,30,4.433333333333334,2,0,3,3,22,151,180,30,4.533333333333333,0,1,2,7,20,181,210,30,4.4,0,3,2,5,20,211,240,30,4.533333333333333,0,3,1,3,23,241,270,30,4.0,3,3,3,3,18,271,300,30,4.233333333333333,3,2,1,3,21
B00008XET9,1185748132000,1404860328000,1,120,120,3.441666666666667,21,14,14,33,38,121,150,30,3.3666666666666667,5,4,5,7,9,151,180,30,3.8666666666666667,2,2,6,8,12,181,210,30,4.033333333333333,1,2,7,5,15,211,240,30,3.566666666666667,5,3,4,6,12,241,270,30,3.1333333333333333,5,7,5,5,8,271,300,30,2.966666666666667,9,4,5,3,9
B000094G4K,1306277597000,1496065255000,1,120,120,4.775,2,2,2,9,105,121,150,30,4.433333333333334,3,1,0,2,24,151,180,30,4.866666666666666,0,0,1,2,27,181,210,30,4.966666666666667,0,0,0,1,29,211,240,30,5.0,0,0,0,0,30,241,270,30,4.666666666666667,1,0,1,4,24,271,300,30,4.433333333333334,3,0,2,1,24
B000094Y17,1199658906000,1470746334000,1,120,120,3.175,31,16,13,21,39,121,150,30,3.7333333333333334,3,2,5,10,10,151,180,30,3.7333333333333334,6,1,3,5,15,181,210,30,3.6,5,2,6,4,13,211,240,30,3.466666666666667,4,4,6,6,10,241,270,30,4.166666666666667,3,1,2,6,18,271,300,30,4.2,4,0,2,4,20
B000095RBQ,1229286137000,1522110065024,1,120,120,4.475,3,2,8,29,78,121,150,30,4.333333333333333,1,3,0,7,19,151,180,30,4.4,4,0,0,2,24,181,210,30,4.166666666666667,4,1,1,4,20,211,240,30,4.266666666666667,4,0,1,4,21,241,270,30,4.4,1,2,2,4,21,271,300,30,4.233333333333333,4,0,2,3,21
B000095RC5,1068161899000,1510785277750,1,120,120,3.8833333333333333,16,8,10,26,60,121,150,30,4.033333333333333,4,1,3,4,18,151,180,30,3.6333333333333333,7,1,3,4,15,181,210,30,3.6,9,1,1,1,18,211,240,30,3.6,6,1,4,7,12,241,270,30,3.2666666666666666,8,3,3,5,11,271,300,30,2.933333333333333,10,3,4,5,8
B000095ZGC,1168348318000,1468625173000,1,120,120,3.825,19,8,11,19,63,121,150,30,4.0,3,3,1,7,16,151,180,30,4.0,2,3,4,5,16,181,210,30,3.966666666666667,3,2,4,5,16,211,240,30,3.7333333333333334,5,3,3,3,16,241,270,30,3.2,9,2,3,6,10,271,300,30,3.9,4,3,1,6,16
B000096JG4,1302140951000,1466982891000,1,120,120,4.283333333333333,13,3,3,19,82,121,150,30,4.3,2,1,2,6,19,151,180,30,4.7,1,0,2,1,26,181,210,30,4.666666666666667,0,1,0,7,22,211,240,30,4.366666666666666,3,1,0,4,22,241,270,30,4.766666666666667,0,0,3,1,26,271,300,30,4.533333333333333,3,0,1,0,26
